Title,Year,Runtime,IMDB_Rating,Metascore,Votes,Description,Decade,Rating_Category,Runtime_Category
Blazing Saddles,1974,93,7.7,73.0,34709,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",1970,Good,Standard (90–120 min)
Serpico,1973,130,7.7,81.0,34709,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,1970,Good,Long (120–180 min)
Fantastic Planet,1973,72,7.7,73.0,34709,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",1970,Good,Short (<90 min)
Badlands,1973,94,7.7,93.0,34709,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,1970,Good,Standard (90–120 min)
Deliverance,1972,109,7.7,80.0,34709,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",1970,Good,Standard (90–120 min)
The French Connection,1971,104,7.7,94.0,34709,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",1970,Good,Standard (90–120 min)
Dirty Harry,1971,102,7.7,87.0,34709,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",1970,Good,Standard (90–120 min)
Wait Until Dark,1967,108,7.7,81.0,34709,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,1960,Good,Standard (90–120 min)
The Dirty Dozen,1967,150,7.7,73.0,34709,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",1960,Good,Long (120–180 min)
Bonnie and Clyde,1967,111,7.7,86.0,34709,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1960,Good,Standard (90–120 min)
Belle de Jour,1967,100,7.7,78.69,34709,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,1960,Good,Standard (90–120 min)
A Man for All Seasons,1966,120,7.7,72.0,34709,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",1960,Good,Standard (90–120 min)
Zulu,1964,138,7.7,77.0,34709,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,1960,Good,Long (120–180 min)
Goldfinger,1964,110,7.7,87.0,34709,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",1960,Good,Standard (90–120 min)
The Longest Day,1962,178,7.7,75.0,34709,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",1960,Good,Long (120–180 min)
Cape Fear,1962,106,7.7,76.0,34709,A lawyer's family is stalked by a man he once helped put in jail.,1960,Good,Standard (90–120 min)
Jules and Jim,1962,105,7.7,97.0,34709,Decades of a love triangle concerning two friends and an impulsive woman.,1960,Good,Standard (90–120 min)
The Magnificent Seven,1960,128,7.7,74.0,34709,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,1960,Good,Long (120–180 min)
Breathless,1960,90,7.7,78.69,34709,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",1960,Good,Short (<90 min)
Invasion of the Body Snatchers,1956,80,7.7,92.0,34709,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,1950,Good,Short (<90 min)
The Caine Mutiny,1954,124,7.7,63.0,34709,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",1950,Good,Long (120–180 min)
The Quiet Man,1952,129,7.7,85.0,34709,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",1950,Good,Long (120–180 min)
The African Queen,1951,105,7.7,91.0,34709,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",1950,Good,Standard (90–120 min)
Key Largo,1948,100,7.7,78.69,34709,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",1940,Good,Standard (90–120 min)
Fantasia,1940,125,7.7,96.0,34709,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.",1940,Good,Long (120–180 min)
Scarface,1932,93,7.7,87.0,34709,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",1930,Good,Standard (90–120 min)
Dark Waters,2019,126,7.6,73.0,34709,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,2010,Good,Long (120–180 min)
The Mitchells vs the Machines,2021,114,7.6,81.0,34709,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",2020,Good,Standard (90–120 min)
Searching,2018,102,7.6,71.0,34709,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",2010,Good,Standard (90–120 min)
Once Upon a Time... In Hollywood,2019,161,7.6,83.0,34709,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,2010,Good,Long (120–180 min)
Guardians of the Galaxy Vol. 2,2017,136,7.6,67.0,34709,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",2010,Good,Long (120–180 min)
Bridge of Spies,2015,142,7.6,81.0,34709,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",2010,Good,Long (120–180 min)
Incredibles 2,2018,118,7.6,80.0,34709,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,2010,Good,Standard (90–120 min)
Moana,2016,107,7.6,81.0,34709,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",2010,Good,Standard (90–120 min)
What We Do in the Shadows,2014,86,7.6,76.0,34709,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.",2010,Good,Short (<90 min)
Sicario,2015,121,7.6,82.0,34709,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,2010,Good,Long (120–180 min)
Creed,2015,133,7.6,82.0,34709,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",2010,Good,Long (120–180 min)
Leviathan,2014,140,7.6,92.0,34709,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",2010,Good,Long (120–180 min)
Hell or High Water,2016,102,7.6,88.0,34709,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,2010,Good,Standard (90–120 min)
Philomena,2013,98,7.6,77.0,34709,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",2010,Good,Standard (90–120 min)
Dawn of the Planet of the Apes,2014,130,7.6,79.0,34709,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,2010,Good,Long (120–180 min)
The Raid: Redemption,2011,101,7.6,73.0,34709,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,2010,Good,Standard (90–120 min)
End of Watch,2012,109,7.6,68.0,34709,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",2010,Good,Standard (90–120 min)
A Star Is Born,2018,136,7.6,88.0,34709,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,2010,Good,Long (120–180 min)
True Grit,2010,110,7.6,80.0,34709,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,2010,Good,Standard (90–120 min)
Despicable Me,2010,95,7.6,72.0,34709,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",2010,Good,Standard (90–120 min)
50/50,2011,100,7.6,72.0,34709,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",2010,Good,Standard (90–120 min)
Kick-Ass,2010,117,7.6,66.0,34709,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",2010,Good,Standard (90–120 min)
Celda 211,2009,113,7.6,78.69,34709,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",2000,Good,Standard (90–120 min)
